sid,dat,tim,open_value,low,high,close_value,volume
267,2020-05-04,13:44:00,2256.38,2256.5,2326,2302.35,3618763
292,2020-05-04,13:44:00,27.6,27.39,28.42,27.655,10745903
632,2020-05-04,13:44:00,73.72,72.13,77.9,76.2,177995
711,2020-05-04,13:44:00,417.78,414.87,428.54,422.57,5292606
971,2020-05-04,13:44:00,22.21,21.35,22.45,22.4,595382
632,2020-05-04,13:43:00,73.72,72.13,77.9,76.29,177286
711,2020-05-04,13:43:00,417.78,414.87,428.54,422.802,5281436
971,2020-05-04,13:43:00,22.21,21.35,22.45,22.426,589110
365,2020-05-04,13:43:00,289.17,286.33,292.1,289.53,21661685
413,2020-05-04,13:43:00,18,17.42,18.69,18.5001,1233296
579,2020-05-04,13:43:00,701,698,748.8,733.77,13064184
146,2020-05-04,13:43:00,200.2,198.76,205,202.8,10925571
178,2020-05-04,13:43:00,1308.13,1296.01,1314.99,1312.64,883221
267,2020-05-04,13:43:00,2256.38,2256.5,2326,2302.78,3612909
292,2020-05-04,13:43:00,27.6,27.39,28.42,27.705,10713917
146,2020-05-04,13:42:00,200.2,198.76,205,202.86,10910430
178,2020-05-04,13:42:00,1308.13,1296.01,1314.99,1312.77,882630
267,2020-05-04,13:42:00,2256.38,2256.5,2326,2301.73,3608315
292,2020-05-04,13:42:00,27.6,27.39,28.42,27.7,10681987
632,2020-05-04,13:42:00,73.72,72.13,77.9,76.21,176957
711,2020-05-04,13:42:00,417.78,414.87,428.54,422.885,5279184
971,2020-05-04,13:42:00,22.21,21.35,22.45,22.426,589107
365,2020-05-04,13:42:00,289.17,286.33,292.1,289.464,21635152
413,2020-05-04,13:42:00,18,17.42,18.69,18.5,1232294
579,2020-05-04,13:42:00,701,698,748.8,733.915,13049398
365,2020-05-04,13:41:00,289.17,286.33,292.1,289.301,21608796
413,2020-05-04,13:41:00,18,17.42,18.69,18.505,1230570
579,2020-05-04,13:41:00,701,698,748.8,733.38,13034639
146,2020-05-04,13:41:00,200.2,198.76,205,202.702,10900824
178,2020-05-04,13:41:00,1308.13,1296.01,1314.99,1312.58,881315
267,2020-05-04,13:41:00,2256.38,2256.5,2326,2302.02,3605019
292,2020-05-04,13:41:00,27.6,27.39,28.42,27.67,10652851
632,2020-05-04,13:41:00,73.72,72.13,77.9,76.21,176888
711,2020-05-04,13:41:00,417.78,414.87,428.54,422.711,5271962
971,2020-05-04,13:41:00,22.21,21.35,22.45,22.426,589062
632,2020-05-04,13:40:00,73.72,72.13,77.9,76.21,176609
711,2020-05-04,13:40:00,417.78,414.87,428.54,422.6,5258553
971,2020-05-04,13:40:00,22.21,21.35,22.45,22.42,586953
365,2020-05-04,13:40:00,289.17,286.33,292.1,289.39,21559633
413,2020-05-04,13:40:00,18,17.42,18.69,18.5,1227822
579,2020-05-04,13:40:00,701,698,748.8,734.265,12984348
146,2020-05-04,13:40:00,200.2,198.76,205,202.8,10882881
178,2020-05-04,13:40:00,1308.13,1296.01,1314.99,1312.72,871646
267,2020-05-04,13:40:00,2256.38,2256.5,2326,2301,3600150
292,2020-05-04,13:40:00,27.6,27.39,28.42,27.68,10625590
146,2020-05-04,13:39:00,200.2,198.76,205,202.775,10868487
178,2020-05-04,13:39:00,1308.13,1296.01,1314.99,1312.61,868685
267,2020-05-04,13:39:00,2256.38,2256.5,2326,2304.36,3594269
292,2020-05-04,13:39:00,27.6,27.39,28.42,27.655,10595476
632,2020-05-04,13:39:00,73.72,72.13,77.9,76.08,176307
711,2020-05-04,13:39:00,417.78,414.87,428.54,423.33,5243633
971,2020-05-04,13:39:00,22.21,21.35,22.45,22.425,583700
365,2020-05-04,13:39:00,289.17,286.33,292.1,289.58,21514382
413,2020-05-04,13:39:00,18,17.42,18.69,18.49,1227220
579,2020-05-04,13:39:00,701,698,748.8,734.035,12970085
365,2020-05-04,13:38:00,289.17,286.33,292.1,289.54,21492157
413,2020-05-04,13:38:00,18,17.42,18.69,18.49,1226377
579,2020-05-04,13:38:00,701,698,748.8,734.4,12953413
146,2020-05-04,13:38:00,200.2,198.76,205,202.659,10849234
178,2020-05-04,13:38:00,1308.13,1296.01,1314.99,1312.17,866531
267,2020-05-04,13:38:00,2256.38,2256.5,2326,2302.77,3589515
292,2020-05-04,13:38:00,27.6,27.39,28.42,27.658,10577929
632,2020-05-04,13:38:00,73.72,72.13,77.9,76.07,175192
711,2020-05-04,13:38:00,417.78,414.87,428.54,423.36,5239991
971,2020-05-04,13:38:00,22.21,21.35,22.45,22.41,582653
632,2020-05-04,13:37:00,73.72,72.13,77.9,76,174399
711,2020-05-04,13:37:00,417.78,414.87,428.54,423.43,5232585
971,2020-05-04,13:37:00,22.21,21.35,22.45,22.4,581129
365,2020-05-04,13:37:00,289.17,286.33,292.1,289.52,21452720
413,2020-05-04,13:37:00,18,17.42,18.69,18.5,1224132
579,2020-05-04,13:37:00,701,698,748.8,733.828,12935277
146,2020-05-04,13:37:00,200.2,198.76,205,202.745,10834866
178,2020-05-04,13:37:00,1308.13,1296.01,1314.99,1312.11,865797
267,2020-05-04,13:37:00,2256.38,2256.5,2326,2303.06,3585798
292,2020-05-04,13:37:00,27.6,27.39,28.42,27.655,10560897
146,2020-05-04,13:36:00,200.2,198.76,205,202.84,10821704
178,2020-05-04,13:36:00,1308.13,1296.01,1314.99,1312.12,865251
267,2020-05-04,13:36:00,2256.38,2256.5,2326,2304.78,3579590
292,2020-05-04,13:36:00,27.6,27.39,28.42,27.66,10525859
632,2020-05-04,13:36:00,73.72,72.13,77.9,76.22,174164
711,2020-05-04,13:36:00,417.78,414.87,428.54,423.72,5224093
971,2020-05-04,13:36:00,22.21,21.35,22.45,22.3825,578539
365,2020-05-04,13:36:00,289.17,286.33,292.1,289.69,21402009
413,2020-05-04,13:36:00,18,17.42,18.69,18.5,1220603
579,2020-05-04,13:36:00,701,698,748.8,734.29,12910924
365,2020-05-04,13:35:00,289.17,286.33,292.1,289.62,21342357
413,2020-05-04,13:35:00,18,17.42,18.69,18.495,1217965
579,2020-05-04,13:35:00,701,698,748.8,734.445,12895749
146,2020-05-04,13:35:00,200.2,198.76,205,202.78,10806785
178,2020-05-04,13:35:00,1308.13,1296.01,1314.99,1311.86,863963
267,2020-05-04,13:35:00,2256.38,2256.5,2326,2304.99,3571396
292,2020-05-04,13:35:00,27.6,27.39,28.42,27.635,10510335
632,2020-05-04,13:35:00,73.72,72.13,77.9,76.16,173852
711,2020-05-04,13:35:00,417.78,414.87,428.54,423.93,5212901
971,2020-05-04,13:35:00,22.21,21.35,22.45,22.3825,578427
632,2020-05-04,13:34:00,73.72,72.13,77.9,76.16,173852
711,2020-05-04,13:34:00,417.78,414.87,428.54,423.73,5203046
971,2020-05-04,13:34:00,22.21,21.35,22.45,22.39,577645
365,2020-05-04,13:34:00,289.17,286.33,292.1,289.72,21302414
413,2020-05-04,13:34:00,18,17.42,18.69,18.49,1217501
579,2020-05-04,13:34:00,701,698,748.8,734.734,12872618
146,2020-05-04,13:34:00,200.2,198.76,205,202.85,10790715
178,2020-05-04,13:34:00,1308.13,1296.01,1314.99,1311.47,862727
267,2020-05-04,13:34:00,2256.38,2256.5,2326,2305.15,3564471
292,2020-05-04,13:34:00,27.6,27.39,28.42,27.66,10504209
146,2020-05-04,13:33:00,200.2,198.76,205,202.69,10746086
178,2020-05-04,13:33:00,1308.13,1296.01,1314.99,1311.13,858561
267,2020-05-04,13:33:00,2256.38,2256.5,2326,2302.5,3552788
292,2020-05-04,13:33:00,27.6,27.39,28.42,27.65,10470918
632,2020-05-04,13:33:00,73.72,72.13,77.9,76.16,173721
711,2020-05-04,13:33:00,417.78,414.87,428.54,423.8,5182924
971,2020-05-04,13:33:00,22.21,21.35,22.45,22.39,576345
365,2020-05-04,13:33:00,289.17,286.33,292.1,289.54,21227865
413,2020-05-04,13:33:00,18,17.42,18.69,18.49,1211323
579,2020-05-04,13:33:00,701,698,748.8,733.92,12831284
365,2020-05-04,13:32:00,289.17,286.33,292.1,289.26,21132161
413,2020-05-04,13:32:00,18,17.42,18.69,18.51,1210428
579,2020-05-04,13:32:00,701,698,748.8,733.785,12793766
146,2020-05-04,13:32:00,200.2,198.76,205,202.52,10730978
178,2020-05-04,13:32:00,1308.13,1296.01,1314.99,1310.92,857229
267,2020-05-04,13:32:00,2256.38,2256.5,2326,2300.97,3545903
292,2020-05-04,13:32:00,27.6,27.39,28.42,27.66,10449347
632,2020-05-04,13:32:00,73.72,72.13,77.9,76.16,173679
711,2020-05-04,13:32:00,417.78,414.87,428.54,423.52,5164878
971,2020-05-04,13:32:00,22.21,21.35,22.45,22.4,574518
632,2020-05-04,13:31:00,73.72,72.13,77.9,76.16,173667
711,2020-05-04,13:31:00,417.78,414.87,428.54,422.883,5136971
971,2020-05-04,13:31:00,22.21,21.35,22.45,22.41,573904
365,2020-05-04,13:31:00,289.17,286.33,292.1,289.26,21091909
413,2020-05-04,13:31:00,18,17.42,18.69,18.51,1209792
579,2020-05-04,13:31:00,701,698,748.8,732.34,12767506
146,2020-05-04,13:31:00,200.2,198.76,205,202.51,10707192
178,2020-05-04,13:31:00,1308.13,1296.01,1314.99,1310.33,856088
267,2020-05-04,13:31:00,2256.38,2256.5,2326,2298.95,3539496
292,2020-05-04,13:31:00,27.6,27.39,28.42,27.651,10431966
146,2020-05-04,13:30:00,200.2,198.76,205,202.45,10685773
178,2020-05-04,13:30:00,1308.13,1296.01,1314.99,1309.72,855541
267,2020-05-04,13:30:00,2256.38,2256.5,2326,2299.64,3537368
292,2020-05-04,13:30:00,27.6,27.39,28.42,27.62,10416072
632,2020-05-04,13:30:00,73.72,72.13,77.9,76.09,173358
711,2020-05-04,13:30:00,417.78,414.87,428.54,422.398,5124706
971,2020-05-04,13:30:00,22.21,21.35,22.45,22.395,571571
365,2020-05-04,13:30:00,289.17,286.33,292.1,289.25,21025220
413,2020-05-04,13:30:00,18,17.42,18.69,18.51,1208758
579,2020-05-04,13:30:00,701,698,748.8,732.044,12747449
365,2020-05-04,13:29:00,289.17,286.33,292.1,289.198,20954210
413,2020-05-04,13:29:00,18,17.42,18.69,18.51,1199457
579,2020-05-04,13:29:00,701,698,748.8,732.795,12710503
146,2020-05-04,13:29:00,200.2,198.76,205,202.55,10647066
178,2020-05-04,13:29:00,1308.13,1296.01,1314.99,1310.03,852589
267,2020-05-04,13:29:00,2256.38,2256.5,2326,2301,3530338
292,2020-05-04,13:29:00,27.6,27.39,28.42,27.605,10406957
632,2020-05-04,13:29:00,73.72,72.13,77.9,76.09,172842
711,2020-05-04,13:29:00,417.78,414.87,428.54,422.6,5104814
971,2020-05-04,13:29:00,22.21,21.35,22.45,22.405,569981
632,2020-05-04,13:28:00,73.72,72.13,77.9,76.1,172146
711,2020-05-04,13:28:00,417.78,414.87,428.54,422.37,5092807
971,2020-05-04,13:28:00,22.21,21.35,22.45,22.405,569979
365,2020-05-04,13:28:00,289.17,286.33,292.1,289.29,20898673
413,2020-05-04,13:28:00,18,17.42,18.69,18.505,1198391
579,2020-05-04,13:28:00,701,698,748.8,732.039,12672199
146,2020-05-04,13:28:00,200.2,198.76,205,202.68,10619840
178,2020-05-04,13:28:00,1308.13,1296.01,1314.99,1309.85,851594
267,2020-05-04,13:28:00,2256.38,2256.5,2326,2298.86,3520349
292,2020-05-04,13:28:00,27.6,27.39,28.42,27.6298,10363597
146,2020-05-04,13:27:00,200.2,198.76,205,202.65,10597118
178,2020-05-04,13:27:00,1308.13,1296.01,1314.99,1309.85,851269
267,2020-05-04,13:27:00,2256.38,2256.5,2326,2297.21,3514008
292,2020-05-04,13:27:00,27.6,27.39,28.42,27.595,10313268
632,2020-05-04,13:27:00,73.72,72.13,77.9,75.995,172043
711,2020-05-04,13:27:00,417.78,414.87,428.54,422.017,5080705
971,2020-05-04,13:27:00,22.21,21.35,22.45,22.4,569642
365,2020-05-04,13:27:00,289.17,286.33,292.1,289.27,20861295
413,2020-05-04,13:27:00,18,17.42,18.69,18.5,1197081
579,2020-05-04,13:27:00,701,698,748.8,731.315,12638471
365,2020-05-04,13:26:00,289.17,286.33,292.1,289.04,20804700
413,2020-05-04,13:26:00,18,17.42,18.69,18.49,1195149
579,2020-05-04,13:26:00,701,698,748.8,730.35,12603781
146,2020-05-04,13:26:00,200.2,198.76,205,202.59,10569317
178,2020-05-04,13:26:00,1308.13,1296.01,1314.99,1309.44,846837
267,2020-05-04,13:26:00,2256.38,2256.5,2326,2297.27,3510341
292,2020-05-04,13:26:00,27.6,27.39,28.42,27.535,10278307
632,2020-05-04,13:26:00,73.72,72.13,77.9,75.76,171528
711,2020-05-04,13:26:00,417.78,414.87,428.54,422.02,5071781
971,2020-05-04,13:26:00,22.21,21.35,22.45,22.4,568061
632,2020-05-04,13:25:00,73.72,72.13,77.9,75.76,170998
711,2020-05-04,13:25:00,417.78,414.87,428.54,422.045,5057104
971,2020-05-04,13:25:00,22.21,21.35,22.45,22.4,565809
365,2020-05-04,13:25:00,289.17,286.33,292.1,289.05,20750979
413,2020-05-04,13:25:00,18,17.42,18.69,18.47,1193161
579,2020-05-04,13:25:00,701,698,748.8,729.5,12571911
146,2020-05-04,13:25:00,200.2,198.76,205,202.762,10545209
178,2020-05-04,13:25:00,1308.13,1296.01,1314.99,1309.06,844253
267,2020-05-04,13:25:00,2256.38,2256.5,2326,2297.98,3504828
292,2020-05-04,13:25:00,27.6,27.39,28.42,27.5499,10248431
146,2020-05-04,13:24:00,200.2,198.76,205,202.62,10522560
178,2020-05-04,13:24:00,1308.13,1296.01,1314.99,1308.98,842763
267,2020-05-04,13:24:00,2256.38,2256.5,2326,2297.03,3500401
292,2020-05-04,13:24:00,27.6,27.39,28.42,27.49,10218716
632,2020-05-04,13:24:00,73.72,72.13,77.9,75.76,170983
711,2020-05-04,13:24:00,417.78,414.87,428.54,422,5028968
971,2020-05-04,13:24:00,22.21,21.35,22.45,22.4,561995
365,2020-05-04,13:24:00,289.17,286.33,292.1,288.75,20693371
413,2020-05-04,13:24:00,18,17.42,18.69,18.455,1189463
579,2020-05-04,13:24:00,701,698,748.8,728.56,12550990
365,2020-05-04,13:23:00,289.17,286.33,292.1,288.58,20639624
413,2020-05-04,13:23:00,18,17.42,18.69,18.43,1186592
579,2020-05-04,13:23:00,701,698,748.8,728.23,12529929
146,2020-05-04,13:23:00,200.2,198.76,205,202.666,10502255
178,2020-05-04,13:23:00,1308.13,1296.01,1314.99,1307.97,841075
267,2020-05-04,13:23:00,2256.38,2256.5,2326,2297.05,3487963
292,2020-05-04,13:23:00,27.6,27.39,28.42,27.55,10125764
632,2020-05-04,13:23:00,73.72,72.13,77.9,75.76,170982
711,2020-05-04,13:23:00,417.78,414.87,428.54,421.76,5010432
971,2020-05-04,13:23:00,22.21,21.35,22.45,22.4,561570
